ID,Name,Latitude,Longitude,Elevation
PR-P68,Barbeitos,43.14914,-7.01769,922
PR-P68-1,Alternate routes to A Montouto,43.13492,-7.0562,841
PR-P69,Silvela,43.14281,-7.0331,863
PR-P69-1,Pilgrims Office,43.12571,-7.06747,955
PR-P7,Premoño,43.39463,-5.98929,132
PR-P7-1,Termas romanas de Valduno,43.39123,-6.00526,57
PR-P70,Paradanova,43.13494,-7.05577,844
PR-P71,A Fonsagrada,43.12602,-7.0675,953
PR-P72,Padrón,43.11717,-7.07812,881
PR-P73,O Piñeiral,43.10752,-7.09455,884
PR-P74,Villardongo,43.10859,-7.1069,907
PR-P75,Burón,43.140189,-7.08517,691
PR-P76,Montouto,43.09495,-7.143965,1026
PR-P76-1,Ancient Pilgrims Hospital and Dolmen,43.0953,-7.14401,1026
PR-P77,Paradavella,43.07789,-7.17482,686
PR-P78,A Degolada,43.06729,-7.17481,732
PR-P79,O Couto,43.05776,-7.17267,674
PR-P8,Paladín,43.399,-6.01406,57
PR-P80,A Lastra,43.05068,-7.18276,804
PR-P81,Fontaneira,43.03391,-7.20002,899
PR-P82,O Cádavo - Baleira,43.01537,-7.24505,722
PR-P83,Pradeda,43.01247,-7.25545,732
PR-P83-1,Alternative Routes to Castroverde,43.01709,-7.27053,855
PR-P84,Vilalle,43.02214,-7.29954,648
PR-P85,Vilabade,43.03571,-7.30057,673
PR-P86,Castroverde,43.02975,-7.32587,592
PR-P87,San Miguel do Camino,43.02704,-7.33824,538
PR-P88,Souto de Torres,43.01935,-7.36502,515
PR-P89,Nadela,43.01749,-7.38325,505
PR-P9,Puerma,43.3973,-6.02199,59
PR-P90,Vilar de Cas,43.01743,-7.39208,519
PR-P91,Soutomerille,43.017578,-7.39709,512
PR-P92,Gondar,43.02151,-7.42259,482
PR-P92-1,Oasis Primitivo Rest Area,43.022627,-7.418868,487
PR-P92-2,Vending Machines,43.02146,-7.42261,482
PR-P93,Bascuas,43.01758,-7.45525,508
PR-P94,As Casas da Viña,43.0191,-7.49756,503
PR-P95,Lugo,43.00962,-7.55815,457
PR-P95-1,Lugo Cathedral,43.00941,-7.558019,457
PR-P95-2,Roman Walls,43.00888,-7.55922,449
PR-P96,San Vicente do Burgo,42.96887,-7.64518,535
PR-P97,Santa Eulalia de Bóveda,42.96495,-7.6663,545
PR-P97-1,Temple of Santalla de Bóveda,42.98069,-7.68604,502
PR-P98,Bacurin,42.96727,-7.68823,533
PR-P99,San Romao de Retorta,42.95522,-7.73976,583
PR-P99-1,Church and Roman Millarium,42.95506,-7.73875,577
ST-ST1,Santiago de Compostela,42.88051,-8.54556,253
ST-ST1-1,Catedral Basílica de Santiago de Compostela,42.8806,-8.54466,259
ST-ST1-2,Praza das Platerias,42.88019,-8.54431,259
ST-ST1-3,Praza do Obradoiro,42.88046,-8.54572,252
ST-ST1-4,Pilgrim Office,42.88207,-8.546826,241
ST-ST1-5,Casa Ivar,42.87951,-8.54326,262
W-F1,San Cristobal,42.63325,-7.84209,634
W-F1-1,Espacio Vilaseco,42.63371,-7.84291,641
W-F2,Ferreiros,42.64699,-7.85831,698
W-F3,Argozón,42.66107,-7.87282,719
W-W10,Quereño,42.41862,-6.83092,374
W-W10-1,Fountain,42.41953,-6.83313,383
W-W10-2,Rest Area and Lookout,42.41414,-6.83544,414
W-W10-3,Rest Area and Lookout,42.41118,-6.84264,380
W-W11,Pumares,42.405422,-6.86067,365
W-W12,Sobradelo,42.41587,-6.9106,360
W-W12-1,A Ponte Nova,42.41385,-6.91286,341
W-W13,Entoma,42.4218,-6.93738,351
W-W13-1,Ponte de Éntoma,42.4221,-6.93578,353
W-W14,O Barco de Valdeorras,42.41505,-6.9843,322
W-W15,A Proba,42.41838,-7.01175,325
W-W15-1,Rest Area and Fountain,42.4183,-7.01332,324
W-W16,Vilamartín de Valdeorras,42.40984,-7.06114,305
W-W16-1,Rest Area and Fountain,42.41042,-7.05993,304
W-W17,A Rúa de Valdeorras,42.3974,-7.11597,320
W-W17-1,No Services until Quiroga,42.39588,-7.11828,323
W-W18,Albaredos,42.39674,-7.17599,473
W-W18-1,Pilgrim Support Point,42.39675,-7.17608,473
W-W19,Montefurado,42.39473,-7.19768,291
W-W19-1,Túnel Romano de Montefurado,42.39187,-7.20658,282
W-W2,Toral de Merayo,42.52439,-6.6351,497
W-W2-1,Caleyón de Merayo,42.52884,-6.62965,535
W-W2-2,Medieval Bridge,42.52499,-6.63452,496
W-W20,Hermidón,42.39731,-7.2071,399
W-W21,Bendilló,42.43732,-7.20792,446
W-W22,Soldón,42.44467,-7.22302,272
W-W23,Novais,42.4556,-7.24298,315
W-W23-1,Castelo dos Novais,42.46013,-7.24789,293
W-W24,Caspedro,42.4665,-7.25364,308
W-W25,Quiroga,42.47491,-7.26838,268
W-W25-1,Tourist Office of Quiroga,42.47626,-7.27396,274
W-W25-2,Ethnographical Museum,42.47626,-7.27396,274
W-W26,San Clodio,42.46625,-7.28714,243
W-W27,Espandariz,42.471395,-7.29725,249
W-W28,Nocedo,42.47015,-7.30926,263
W-W29,Carballo de Lor,42.50124,-7.33556,466
W-W29-1,Waterfall,42.4968,-7.318,557
W-W29-2,Fountain,42.50278,-7.33482,475
W-W3,Villalibre de la Jurisdicción,42.51848,-6.65825,486
W-W30,Barxa de Lor,42.51322,-7.34335,346
W-W30-1,Ponde do Barxa,42.51049,-7.342,300
W-W31,Castroncelos,42.54289,-7.3782,504
W-W31-1,Rest Stop and Fountain,42.54309,-7.37842,507
W-W32,Pobra de Brollón,42.5567,-7.39328,385
W-W33,Cerexia,42.55231,-7.4222,359
W-W34,Monforte de Lemos,42.52248,-7.51604,292
W-W34-1,Monteforte Tourist Office,42.52241,-7.51358,297
W-W34-2,Convento das Clarisas de Monforte,42.52325,-7.51609,293
W-W34-3,Ponte Vella,42.52296,-7.51481,292
W-W34-4,Colexio Nosa Señora de Antigua,42.51854,-7.51704,290
W-W34-5,Medieval Walls,42.5225,-7.51208,317
W-W34-6,Porta da Alcazaba,42.52357,-7.51213,325
W-W34-7,Porta nova,42.5236,-7.50884,324
W-W34-8,Castello de Monforte,42.52415,-7.51108,341
W-W34-9,Officina Peregrino,42.523,-7.51405,295
W-W35,A Corga,42.5287,-7.55759,298
W-W36,Regueiro,42.53952,-7.59007,336
W-W37,Castrotañe,42.54054,-7.61799,440
W-W38,Piñeiro,42.54329,-7.62203,492
W-W38-1,Fonte e Área Descanso de Piñeiro,42.54377,-7.62221,493
W-W39,Fión,42.56351,-7.66544,597
W-W39-1,Mirador Cabo do Mundo II,42.56533,-7.67054,553
W-W4,Priaranza del Bierzo,42.51087,-6.6719,487
W-W4-1,Templario Tallado en Arbol,42.50469,-6.6753,555
W-W40,Cerdeiro,42.5824,-7.68621,615
W-W41,Vendanova,42.58332,-7.69377,611
W-W42,Diomondi,42.59378,-7.71267,496
W-W43,Belesar,42.59141,-7.72436,221
W-W43-1,Fonte,42.59135,-7.72365,237
W-W44,Ermida,42.59431,-7.73022,343
W-W44-1,Mill and Stone Pasal,42.59329,-7.73322,374
W-W45,Os Queixeiros,42.59494,-7.73594,431
W-W46,Rubias,42.598,-7.74065,525
W-W47,Líncora,42.59822,-7.74228,533
W-W48,Asma,42.60215,-7.76263,490
W-W49,Chantada,42.60997,-7.77141,490
W-W49-1,Tourist Office of Chantada,42.60798,-7.76995,484
W-W49-2,Petó das Animas,42.61615,-7.77897,548
W-W5,Santalla del Bierzo,42.50444,-6.68748,544
W-W5-1,Mirador Santalla del Bierzo,42.5071,-6.68685,509
W-W50,Centulle,42.61765,-7.78131,562
W-W50-1,Fountain,42.6174,-7.78079,558
W-W51,Vilaseco,42.62463,-7.83172,657
W-W52,Penasillás,42.62546,-7.84994,691
W-W52-1,Fountain,42.62585,-7.85005,691
W-W52-2,Alternative Route to Monte Faro,42.62561,-7.85073,694
W-W52-3,No Food until Río,42.62552,-7.84986,691
W-W53,Monte Faro,42.62678,-7.89537,1110
W-W53-1,Memorial to Uxío Novoneyra,42.62787,-7.87671,927
W-W53-2,Costa da Virxe do Faro,42.62615,-7.89401,1132
W-W53-3,Ermida do Faro,42.62501,-7.89263,1155
W-W53-4,Fonte dos Meniños,42.64763,-7.88908,995
W-W54,Monte Cabeza,42.66773,-7.88953,874
W-W54-1,Mámoas,42.67177,-7.89151,874
W-W55,Vilanova,42.67238,-7.90519,762
W-W55-1,Fountain,42.67236,-7.90468,768
W-W56,Río,42.65814,-7.93182,720
W-W57,Rodeiro,42.64939,-7.94795,635
W-W58,Penerbosa,42.66231,-7.98104,610
W-W58-1,Bridge over River Arnego,42.65732,-7.9818,591
W-W59,Penela,42.67253,-7.99116,596
W-W59-1,Mausoleum of the Gained Waters,42.67152,-7.99224,600
W-W6,Villavieja,42.48384,-6.68306,789
W-W6-1,Castillo de Cornatel,42.48888,-6.69338,721
W-W60,Eirexe,42.68491,-7.99318,581
W-W60-1,Rest Place and Vending Machine,42.68497,-7.99336,581
W-W61,Ponte Pedroso,42.68608,-8.0086,553
W-W62,Lalín,42.66178,-8.11297,542
W-W62-1,Lalín Tourist Office,42.65663,-8.11325,566
W-W62-2,Monument to Joaquín Loriga,42.66219,-8.11291,540
W-W62-3,Km 0,42.66146,-8.11219,546
W-W62-4,Museo Municipal "Ramón María Aller",42.66136,-8.11343,540
W-W62-5,Water Mills,42.66211,-8.11867,515
W-W63,Espiño,42.6694,-8.13876,502
W-W64,Bergazos (A Laxe),42.67622,-8.16341,470
W-W64-1,Merging of the Camino Invierno and the Vía de la Plata,42.67533,-8.16306,472
W-W65,Prado,42.68315,-8.18398,447
W-W66,Taboada,42.6808,-8.21062,374
W-W66-1,Ponte Taboada,42.67959,-8.20991,363
W-W66-2,Roman Road,42.67979,-8.21021,364
W-W66-3,Fountain,42.68543,-8.21729,436
W-W66-4,Church of Santiago,42.68695,-8.21794,443
W-W67,Transfontao,42.68723,-8.23414,466
W-W68,Silleda,42.69745,-8.24705,489
W-W68-1,Tourist Office of Silleda,42.69978,-8.24666,491
W-W68-2,Fountain,42.70136,-8.258,446
W-W69,Foxo de Deza,42.70124,-8.25699,451
W-W69-1,Ethnographical House,42.70121,-8.25684,451
W-W7,Borrenes,42.49148,-6.72628,557
W-W70,Bandeira,42.72897,-8.30268,352
W-W71,Dornelas,42.75577,-8.33814,289
W-W71-1,Fountain,42.75668,-8.33868,288
W-W72,O Seixo,42.77343,-8.38463,262
W-W73,Aldea de O Castro,42.779,-8.38669,223
W-W73-1,A Fonde dos Carballiños,42.77757,-8.38638,240
W-W74,Ponte Ulla,42.7778,-8.40374,69
W-W74-1,Oficina de Turismo,42.77865,-8.4026,65
W-W75,Outeiro (Vedra),42.79087,-8.43217,282
W-W76,Rubial,42.81025,-8.46458,245
W-W77,Deseiro (Sergude),42.81934,-8.48068,195
W-W78,Susana,42.82692,-8.48883,214
W-W78-1,Rest Area,42.82912,-8.49106,199
W-W79,Aldrei,42.83586,-8.50478,214
W-W8,Las Médulas,42.45788,-6.76801,736
W-W8-1,Centro de Recepción de Visitantes de Las Médulas,42.45659,-6.76755,740
W-W8-2,Aula arqueolologica,42.46085,-6.7681,737
W-W8-3,Las Médulas,42.45991,-6.76006,806
W-W80,Piñeiro,42.848327,-8.52298,147
W-W81,Angrois,42.85977,-8.52889,229
W-W81-1,Fountain,42.85909,-8.52847,226
W-W9,Puente de Domingo Florez,42.41105,-6.81871,382
